ID,Department,Number,Name,Description
72,BME,3090,Biomedical Engineering Integrated Design and Experimental Analysis (IDEAS) Laboratory II,"Second part of a year-long course integrating concepts and skills from prior courses to formulate and solve problems in biomedical systems, including experimental design, performance and analysis. Prerequisite: 3rd Year standing in BME major, or instructor permission window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
73,BME,3636,Neural Network Models of Cognition and Brain Computation,"An introductory course to neural networks research, specifically biologically-based networks that reproduce cognitive phenomena. The goal of this course is to teach the basic thinking and methodologies used in constructing and understanding neural-like networks. Cross-listed as NESC 5330. 3rd or 4th year standing; or permission of the instructor. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
74,BME,4280,Motion Biomechanics,"Focuses on the study of forces (and their effects) that act on the musculoskeletal structures of the human body. Based on the foundations of functional anatomy and engineering mechanics (rigid body and deformable approaches); students are exposed to clinical problems in orthopedics and rehabilitation. Prerequisite: BME 2101 & BME 2220, or instructor permission. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
75,BME,4315,Systems Bioengineering,"This course introduces techniques for constructing mathematical and computational models of biological processes. We utilize experimental data to validate those models at many levels of organizational scale -- from genome to whole-tissue. Prerequisites: APMA 2130 or MATH 3250, BME 2101, BME 2104, and BME 2315. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
76,BME,6280,Motion Biomechanics,"Focuses on the study of forces (and their effects) that act on the musculoskeletal structures of the human body. Based on the foundations of functional anatomy and engineering mechanics (rigid body and deformable approaches); students are exposed to clinical problems in orthopedics and rehabilitation. Cross-listed as AM 6280. Prerequisite: BME 6103. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
77,BME,2102,Physiology II,"Introduces the physiology of the kidney, salt and water balance, gastrointestinal system, endocrine system, and central nervous system, with reference to diseases and their pathophysiology. Prerequisite: (CHEM 1410 or CHEM 1610 or CHEM 1810) AND (PHYS 1425 or PHYS 1420 or PHYS 1710) AND BME 2101, or instructor permission. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
78,BME,2104,Cell and Molecular Biology for Engineers,"Intro to fundamentals of cell structure and function, emphasizing the techniques and technologies available for the study of cell biology. Content includes cell structure and function; energy flow in cells; information flow in cells focuses on modern molecular biology and genetic engineering, and includes DNA replication, the cell cycle, gene expression, gene regulation, and protein synthesis. Prerequisite: CHEM 1410 or CHEM 1610 or CHEM 1810 or instructor permission. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
79,BME,4414,Biomaterials,"A year-long design project required for BME majors. Students select, formulate, and solve a design problem related to a device or a system. Projects use conceptual design, skills obtained in the integrated lab and substantial literature and patent reviews. Projects are sponsored by faculty, physicians and/or companies. Students may work on their own with outside team members when appropriate or with other students in integrative teams. Prerequisite: 4th year standing in the Biomedical Engineering major or instructor permission. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
80,BME,4641,Bioelectricity,"Studies the biophysical mechanisms governing production and transmission of bioelectric signals, measurement of these signals and their analysis in basic and clinical electrophysiology. Introduces the principles of design and operation of therapeutic medical devices used in the cardiovascular and nervous systems. Prerequisite: BME 2101 and (BME 3310 or ECE 2630 or ECE 2300) and BME major or minor, or instructor permission. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
81,BME,8550,Advanced Topics in Biomed Engineering,"Applies engineering science, design methods, and system analysis to developing areas and current problems in biomedical engineering. Topics vary by semester. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
82,BME,7370,Quantitative Biological Reasonsing,"Applies engineering science, design methods, and system analysis to developing areas and current problems in biomedical engineering. Topics vary by semester. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
83,BME,8315,Systems Bioengineering and Multi-Scale Models,"Applies engineering science, design methods, and system analysis to developing areas and current problems in biomedical engineering. Topics vary by semester. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
84,BME,8783,Advanced Magnetic Resonance Imaging,"Applies engineering science, design methods, and system analysis to developing areas and current problems in biomedical engineering. Topics vary by semester. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
85,BME,6310,Computation and Modeling in Biomedical Engineering,"Focuses on the study of forces (and their effects) that act on the musculoskeletal structures of the human body. Based on the foundations of functional anatomy and engineering mechanics (rigid body and deformable approaches); students are exposed to clinical problems in orthopedics and rehabilitation. Cross-listed as AM 6280. Prerequisite: BME 6103. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
86,BME,8730,Diagnostic Ultrasound Imaging,"Underlying principles of array based ultrasound imaging. Physics and modeling techniques used in ultrasound transducers. Brief review of ID circuit transducer models. Use of Finite Element techniques in transducer design. Design considerations for 1.5D and 2D arrays will be reviewed. Diffraction and beamforming will be introduced starting from Huygen's principle. FIELD propagation model will form an important part of the class. In depth discussion of various beamforming and imaging issues such as sidelobes, apodization, grating lobes, resolution, contrast, etc. The course addresses attenuation, time-gain-compensation and refraction. Finally, speckle statistics and K-Space techniques will be introduced. Laboratories will involve measuring ultrasound image metrics, examining the effect of various beamforming parameters and simulating these on a computer using Matlab. Prerequisite: instructor permission, BIOM 6310 and BIOM 6311. Preparation: Undergraduate Physics, Electronic circuit analysis, Differential Equations, Fourier and Laplace Transforms, Sampling Theorems. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
