paperID,paper_summary
329,"Providing a Choice of Time Trackers on Online Assessments; This semester-long study investigated student preferences for online quiz timers in computer science courses, finding that while timer choice did not impact performance, students preferred graphical representations like a color-changing progress bar."
330,Empowering Diabetes Patients by Providing Machine Learning-Driven Predictions and Personalized Visualization Results; This project created an end-to-end platform that uses a Random Forest model with 95.6% accuracy to predict early-stage diabetes and then visualizes patient data for users with similar symptoms to facilitate health conversations.
331,An introduction to sequential dynamical systems; This chapter provides the formal definition of sequential dynamical systems (SDS) and begins the study of systems where the update order is a permutation of the vertex set of the underlying graph.
332,"Elements of a theory of simulation II: sequential dynamical systems; This paper studies a class of sequential dynamical systems defined by a graph, vertex update functions, and a permutation-based update ordering, deriving a decomposition result, characterizing invertibility, and analyzing fixed points."
333,"Discrete, sequential dynamical systems; This paper studies a class of discrete dynamical systems called sequential dynamical systems (SDS), which are defined by a graph, a set of local update functions, and a permutation ordering, and analyzes their invertibility and the number of non-isomorphic systems."
334,"Elements of a theory of simulation III: Equivalence of SDS; This paper analyzes a class of discrete sequential dynamical systems, providing a combinatorial upper bound for the number of non-equivalent systems, a full characterization of invertible systems, and an analysis of fixed points."
335,Epidemiological and Economic Impact of COVID-19 in the US; This research combines a detailed disease model with a model of the US economy to estimate the non-linear trade-offs between economic losses and lives saved under different COVID-19 lockdown scenarios.
336,"Pandemics in Silico: Scaling Agent-Based Simulations on Realistic Social Contact Networks; This work presents Loimos, a scalable parallel framework for simulating epidemic diffusion on large social contact networks, which uses a hybrid of time-stepping and discrete event simulation implemented on the Charm++ runtime."
337,"DIMPLES: Distributed Influence Maximization for Pandemic pLanning on Exascale Systems; This paper presents exascale parallel algorithms for influence maximization that can process a realistic US social contact network of 285 million nodes, achieving a two-orders-of-magnitude improvement over the state-of-the-art."
338,"Epihiper—A high performance computational modeling framework to support epidemic science; This paper describes EpiHiper, a high-performance computational modeling framework that supports custom disease models and user-programmable interventions on dynamic, large-scale social contact networks for studying epidemic science."
