CourseID,Number,Name,Description
82,3080,Biomedical Engineering Integrated Design and Experimental Analysis (IDEAS) Laboratory I,"BME 3080 Biomedical Engineering Integrated Design and Experimental Analysis (IDEAS)  Student Evaluations A year-long course integrating concepts and skills from prior courses to formulate and solve problems in biomedical systems, including experimental design, performance and analysis. Testing in tissues/cells & manipulation of molecular constituents to determine structural and functional characteristics for design of therapeutic or measurement systems. Methods incl biochemical, physiological, cell biology, mechanical, electrical and computer, systems, chemical, imaging, and other approaches. Prerequisite: 3rd and 4th Year standing in Biomedical Engineering major"
83,4280,Motion Biomechanics,"BME 4280 Motion Biomechanics  Student Evaluations Focuses on the study of forces (and their effects) that act on the musculoskeletal structures of the human body. Based on the foundations of functional anatomy and engineering mechanics (rigid body and deformable approaches); students are exposed to clinical problems in orthopedics and rehabilitation. Prerequisite: BME 2101 & BME 2220, or instructor permission."
84,6280,Motion Biomechanics,BME 6280 Motion Biomechanics  Student Evaluations Focuses on the study of forces (and their effects) that act on the musculoskeletal structures of the human body. Based on the foundations of functional anatomy and engineering mechanics (rigid body and deformable approaches); students are exposed to clinical problems in orthopedics and rehabilitation. Cross-listed as AM 6280. Prerequisite: BME 6103.
85,6102,Engineering Physiology II,"BME 6102 Engineering Physiology II  Student Evaluations Second part of physiology sequence for engineering students; focuses on physiology of the cardiovascular, pulmonary, renal, and nervous systems; emphasizes quantitative analysis of organ function, particularly the use of mathematical models to identify and understand key underlying mechanisms. Prerequisite: BME 6101"
86,6311,BME Measurement Principles,"BME 6311 Research Fundamentals  Student Evaluations Students will gain a fundamental understanding of the theoretical principles underlying biomedical measurements. Topics are organized sequentially from signal initiation through signal processing to downstream statistical analysis of measurements. Students will be exposed to the practical implementation of general principles through homework assignments that involve the analysis and evaluation of molecular, cellular, and clinical measurements. Prerequisites: 1. BME 6101: Physiology I (or equivalent) 2. SEAS graduate student status 3. Some previous exposure to probability-statistics, Fourier analysis, and linear systems 4. Or Instructor Permission"
87,8315,Systems Bioengineering and Multi-Scale Models,"BME 8315 Systems Bioengineering and Multi-Scale Models  Student Evaluations In this course students will gain working knowledge of constructing mathematical and computational models of biological processes at many levels of organizational scale from genome to whole-tissue. Students will rotate through several modules where they will hear lectures, read literature, and participate in discussions focused on the various modeling techniques. Prerequisites: BME 6101/6102: Physiology (or equivalent); 2. One of the following courses in cellular and/or molecular biology: BME 2104: Cell and Molecular Biology for Engineers, BME 7806: Genetic Engineer."
88,2215,Material and Energy Balances,"CHE 2215 Material and Energy Balances  Student Evaluations Introduces the field of chemical engineering, including material and energy balances applied to chemical processes, physical and thermodynamic properties of multi-component systems. Three lecture and one discussion hour. Prerequisite: CHEM 1410 or CHEM 1610 or CHEM 1810, and APMA 1110 or MATH 1320."
89,2246,Introduction to Biotechnology,CHE 2246 Introduction to Biotechnology  Student Evaluations Introduction to the fundamentals of biochemistry and molecular and cell biology emphasizing their relevance to industrial applications of biotechnology. Three lecture hours. Prerequisite: CHEM 1410 or CHEM 1810.
90,2595,Special Topics in Chemical Engineering,CHE 2595 Special Topics in Chemical Engineering  Student Evaluations Chemical Engineering special topics vary by section.
91,3316,Chemical Thermodynamics and Staged Unit Operations,"CHE 3316 Chemical Thermodynamics and Staged Unit Operations  Student Evaluations Principles of chemical thermodynamics developed and applied to chemical and phase equilibria. Principles and methods for staged separation processes including distillation, absorption and stripping, extraction, and adsorption systems. Four Lecture Hours. Prerequisite: CHE 2202 and 2215."
92,3321,Transport Processes I: Momentum Transfer,"CHE 3321 Transport Processes I: Momentum Transfer  Student Evaluations Fundamental principles of momentum transport will be discussed and mathematical methods will be used to describe transport in steady state and unsteady state situations. This course will emplasize the application of these principles and quantitative relations to fluid flow problems. Three lecture hours . Prerequisite: APMA 2130, CHE 2215, 2216."
93,3610,Physical Chemistry for Engineers,"CHE 3610 Physical Chemistry for Engineers  Student Evaluations This course will cover the fundamentals of Physical Chemistry with an emphasis on engineering-relevant topics and applications. This course will connect molecular properties to macroscopic observables via the fundamentals of thermodynamics, quantum theory, statistical mechanics, and chemical kinetics. Prerequisites: APMA 2130 and CHEM 1420 or equivalent"
